dataset,split,group,image,original_split
dataset_1,train,IMG_20250806_104544,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104544_jpg.rf.9793fb5973cc61d1c8f58c983e585c79.jpg,train
dataset_1,val,image24,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/image24_jpg.rf.c3decbf30e9ca818c405e7964e026827.jpg,train
dataset_1,train,IMG_20250813_135249,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135249_jpg.rf.d477c70da123c4d2824c9fc9e509fe10.jpg,train
dataset_1,train,IMG_20250729_133052,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_133052_jpg.rf.c3ab27287bd3d35695e179bf7b72be2b.jpg,train
dataset_1,train,IMG_20250729_085059,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_085059_jpg.rf.44a1e39ce090858668055b6814d54e28.jpg,train
dataset_1,train,IMG_20250729_133054,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_133054_jpg.rf.80d549fc958a3ebd75ed1bfe60a8920a.jpg,train
dataset_1,train,IMG_20250813_140303,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140303_jpg.rf.28a9ba73d75eb320bcd566b2452d70c3.jpg,train
dataset_1,train,2C1CJJE,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/2C1CJJE_jpg.rf.3af32a61f5fbf4eded712884dc8d57eb.jpg,train
dataset_1,train,IMG_20250813_135810,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135810_jpg.rf.fb82f2799470af6330b5719428ee8b94.jpg,train
dataset_1,train,IMG_20250813_135505,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135505_jpg.rf.446eba0c8920d991a53b2fd895b878c3.jpg,train
dataset_1,train,IMG_20250813_135042,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135042_jpg.rf.4689bbd773567007097d76bc1a7d520b.jpg,train
dataset_1,train,IMG_20250729_083931,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083931_jpg.rf.18d2531f7296ff1adec9b54af2b66c81.jpg,train
dataset_1,val,IMG_20250806_103910,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_103910_jpg.rf.33d38dbf6f942c48aced3c9c9208244c.jpg,train
dataset_1,train,IMG_20250806_104135,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104135_jpg.rf.61d11c45208ab1a3ce752ebb0c63c4d9.jpg,train
dataset_1,val,IMG_20250729_083824,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083824_jpg.rf.3295de251cddf4c839ea79bfa9fa0d7b.jpg,train
dataset_1,train,IMG_20250729_084623,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084623_jpg.rf.a9f15247e3f2ba1c881952a1a07978fb.jpg,train
dataset_1,train,IMG_20250729_084635,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084635_jpg.rf.101fc3ee84169e50bb36f54da57a4bc5.jpg,train
dataset_1,train,IMG_20250729_083612,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083612_jpg.rf.e13c17a58ea94be230667e246ab37e7c.jpg,train
dataset_1,val,images88_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images88_jpeg_jpg.rf.89afccac9c38f228c85e4577a5a15d84.jpg,train
dataset_1,train,IMG_20250729_083523,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083523_jpg.rf.dba54c2694a9bd46ccacc96b702d186d.jpg,train
dataset_1,train,1000_F_287782796_8eIt4cu6xm4X7O8W36axFWAkbrbsyZtx,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/1000_F_287782796_8eIt4cu6xm4X7O8W36axFWAkbrbsyZtx_jpg.rf.01630782613bf7d51451c7787b548922.jpg,train
dataset_1,val,E1Y5Y8,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/E1Y5Y8_jpg.rf.e5959dd7230640386b091a3ec9131b78.jpg,train
dataset_1,test,IMG_20250729_084141,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084141_jpg.rf.2b7aa49693b26300d2a07e8e4ce68ef5.jpg,train
dataset_1,train,images119_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images119_jpeg_jpg.rf.3cd39ae67e7d095eb98649fe9c2a99c9.jpg,train
dataset_1,val,wooden-pallets-4422065-1-,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-4422065-1-_jpg.rf.ae4c58afa21dad41bf5d9ff1cad2cbc3.jpg,train
dataset_1,train,IMG_20250813_135753,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135753_jpg.rf.17ffea5bdbb3c24cb55c4f410c97473f.jpg,train
dataset_1,test,IMG_20250729_084112,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084112_jpg.rf.d0fe8b8bfbccc9efb6072363a61a1990.jpg,train
dataset_1,train,stacked-pallets-symbol-photo-freight-transport-logistics-46881805,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/stacked-pallets-symbol-photo-freight-transport-logistics-46881805_jpg.rf.3edc1db7755a417556e1ace8fe9ff128.jpg,train
dataset_1,train,wooden-euro-pallets-stacked-big-industrial-storehouse-wooden-euro-pallets-stacked-big-industrial-storehouse-173332482,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-euro-pallets-stacked-big-industrial-storehouse-wooden-euro-pallets-stacked-big-industrial-storehouse-173332482_jpg.rf.daa1605eeda2e82c5855c2e8fecb9fd0.jpg,train
dataset_1,train,IMG_20250729_083937,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083937_jpg.rf.23a68b2830e0a595d11fb3354c841fb9.jpg,train
dataset_1,train,IMG_20250813_140418,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140418_jpg.rf.45f110725c0d900d9654664f1eb8dc9b.jpg,train
dataset_1,train,IMG_20250729_084550,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084550_jpg.rf.61891af295f58f34b338e0af3bf618c3.jpg,train
dataset_1,train,IMG_20250729_083557,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083557_jpg.rf.e098180e6ce5daf2b0131b2363292a26.jpg,train
dataset_1,test,0532,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0532_jpg.rf.8eb534fcd8507d0a7e4be6c1481d8b71.jpg,train
dataset_1,train,0546,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0546_jpg.rf.633fd27ef9014c5546d7b8992a202c11.jpg,train
dataset_1,train,0434,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0434_jpg.rf.61b5475016e8befb36c121749485c2c0.jpg,train
dataset_1,train,IMG_20250729_083631,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083631_jpg.rf.621d6ed7f1aefef7cf00655813726b09.jpg,train
dataset_1,train,sddefault,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/sddefault_jpg.rf.8381b444858d75810c63b19e3d0b594e.jpg,train
dataset_1,val,IMG_20250729_084255,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084255_jpg.rf.1a00c9c28176e311b0e303092dac83c6.jpg,train
dataset_1,train,pallet-wood-old-blue-boards-boats-store-transportation-W49M56,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallet-wood-old-blue-boards-boats-store-transportation-W49M56_jpg.rf.e2cbf263b6e2698cc738e12029942c84.jpg,train
dataset_1,train,IMG_20250729_083828,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083828_jpg.rf.5a058db34c3f11b4c972e96212f5172d.jpg,train
dataset_1,train,piles-wooden-cargo-pallets-stacked-pallet-warehouse-223996293,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/piles-wooden-cargo-pallets-stacked-pallet-warehouse-223996293_jpg.rf.4188f15553c5043d00b48f6e1095f302.jpg,train
dataset_1,train,B8KK2H,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/B8KK2H_jpg.rf.df98c982f2b1b9fd7241997f0eeb693d.jpg,train
dataset_1,val,wooden-pallets-placed-warehouse-coutyard-20266418,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-placed-warehouse-coutyard-20266418_jpg.rf.18707a417fcc4daf6476b20f0e9a24f4.jpg,train
dataset_1,test,IMG_20250729_133047,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_133047_jpg.rf.73767e453377d47c5b53ef663b4c2334.jpg,train
dataset_1,train,IMG_20250729_083605,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083605_jpg.rf.ade632db2699c19bed794cbcc678ba0a.jpg,train
dataset_1,val,IMG_20250729_084108,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084108_jpg.rf.3abe3d8d36bf83314aeaf56b7169975e.jpg,train
dataset_1,train,EA08YD,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/EA08YD_jpg.rf.d028df094b36ea3d79615a545057a8c0.jpg,train
dataset_1,train,worker-on-loader-transports-pallets-2AF0G87,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/worker-on-loader-transports-pallets-2AF0G87_jpg.rf.80a7e83cbcfa55f5021e1e9e6137bc69.jpg,train
dataset_1,val,IMG_20250806_103910,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_103910_jpg.rf.eff59976463bbe6d2e7cb18290e2d473.jpg,train
dataset_1,train,IMG_20250729_083813,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083813_jpg.rf.106fa741c17a1859ac1e486c1f153611.jpg,train
dataset_1,train,0502,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0502_jpg.rf.97e4087977c3b90bfed4fde0df872d81.jpg,train
dataset_1,val,0508,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0508_jpg.rf.b7b5ce74a1bce9d1281e824aad374876.jpg,train
dataset_1,train,IMG_20250813_135912,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135912_jpg.rf.e4e3f9217d96e2ace0c911bad5b44239.jpg,train
dataset_1,train,IMG_20250729_084508,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084508_jpg.rf.ca0769c560fc69796f20becbf682b0c9.jpg,train
dataset_1,train,plastic-pallets-stacked-can-cause-accidents-factory-38453013,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/plastic-pallets-stacked-can-cause-accidents-factory-38453013_jpg.rf.3f97e9fe407646b102fc3591e6bb8248.jpg,train
dataset_1,train,images128_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images128_jpeg_jpg.rf.7b91441fd822734b15912058ea3e612a.jpg,train
dataset_1,train,IMG_20250806_104115,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104115_jpg.rf.9d28dc053df6bc0298fcbfbb180447bc.jpg,train
dataset_1,test,IMG_20250729_083753,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083753_jpg.rf.7e3aa9312a7aa21a6dbffd4a4ae036e7.jpg,train
dataset_1,train,IMG_20250813_135939,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135939_jpg.rf.e54e9c4e06a11dd2fe833ed37519f8ae.jpg,train
dataset_1,train,wooden-transport-pallets-stacks-ready-delivery-31089306,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-transport-pallets-stacks-ready-delivery-31089306_jpg.rf.03bf9bea01165d1315388ece287c4e44.jpg,train
dataset_1,val,pallets-stacks-psllets-stavks-yellow-wood-bavkground-wallpaper-43549800,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallets-stacks-psllets-stavks-yellow-wood-bavkground-wallpaper-43549800_jpg.rf.49f32088680e2982afbb15297a90b5dc.jpg,train
dataset_1,train,IMG_20250729_084635,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084635_jpg.rf.9fcb6476f051bcb5456a847bdf793d13.jpg,train
dataset_1,val,IMG_20250729_083713,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083713_jpg.rf.95024c76e1abbab45ce2dd03ca6dfe84.jpg,train
dataset_1,test,wooden-pallets-stock-factory-backyard-pile-87613128,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wooden-pallets-stock-factory-backyard-pile-87613128_jpg.rf.39fbc2a2f48bc514453c779ac98d0809.jpg,train
dataset_1,train,P8C2BE,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/P8C2BE_jpg.rf.ebf217f06b75bf56da4c38f7d60a7a51.jpg,train
dataset_1,train,IMG_20250729_083937,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083937_jpg.rf.daa4142724dfecc153c1f152459bd86c.jpg,train
dataset_1,train,IMG_20250729_083852,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083852_jpg.rf.a15990ca7ba3bfabe844be28e94f6c10.jpg,train
dataset_1,train,IMG_20250729_084515,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084515_jpg.rf.76c1e8b1e1bbf2c2175a5cd655e165c8.jpg,train
dataset_1,val,IMG_20250729_083713,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083713_jpg.rf.8640029505728b9da69f41e79ab217f0.jpg,train
dataset_1,val,IMG_20250729_083817,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083817_jpg.rf.3635f4797b5d9c01f623b1bc19a590b7.jpg,train
dataset_1,train,happy-young-worker-protective-uniform-front-wooden-pallets-happy-young-worker-protective-uniform-front-wooden-171042503,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/happy-young-worker-protective-uniform-front-wooden-pallets-happy-young-worker-protective-uniform-front-wooden-171042503_jpg.rf.f135cdd28ae2aae04bd83430606bd83b.jpg,train
dataset_1,train,0500,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0500_jpg.rf.94f0d989611fae6bb0a560162cba9bcc.jpg,train
dataset_1,test,IMG_20250729_084153,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084153_jpg.rf.d62e09b80a3c391ac64593aae416bf43.jpg,train
dataset_1,test,IMG_20250804_141337,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250804_141337_jpg.rf.3ce10e6ae99199dea026cdd96d57b1aa.jpg,train
dataset_1,test,0468,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0468_jpg.rf.ce14170b5fa7a5270c7f0df2bd6183c9.jpg,train
dataset_1,train,IMG_20250729_083626,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083626_jpg.rf.6fd6e91c42403aef29be2ed87977783e.jpg,train
dataset_1,train,stacks-wooden-pallets-builders-yard-block-paved-surronded-lush-green-trees-overcast-day-169618883,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/stacks-wooden-pallets-builders-yard-block-paved-surronded-lush-green-trees-overcast-day-169618883_jpg.rf.bc470ed1c837fae9bc30936b2dbfef61.jpg,train
dataset_1,train,IMG_20250729_085059,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_085059_jpg.rf.5a01a7d7ecc7135f526e9c357e286b00.jpg,train
dataset_1,val,IMG_20250729_083507,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083507_jpg.rf.fc78595610db6698b2c13359bf945223.jpg,train
dataset_1,train,0466,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0466_jpg.rf.af74d2d4ac23f4c0b29c97395f0d3a72.jpg,train
dataset_1,train,IMG_20250806_103857,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_103857_jpg.rf.743485980a423eb9c4908f03e70d03b7.jpg,train
dataset_1,test,IMG_20250729_083921,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083921_jpg.rf.43fead8b6e70a6e0bfae85c26fb4b9c3.jpg,train
dataset_1,test,WGJEH9,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/WGJEH9_jpg.rf.fcccf7767f1a622a4336ec902bfb6638.jpg,train
dataset_1,train,IMG_20250806_104140,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104140_jpg.rf.5bf4c97b40f0c94c5960e16b56f6fe8f.jpg,train
dataset_1,train,0528,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0528_jpg.rf.3280ff40437eda168a67b4b0ac154686.jpg,train
dataset_1,train,EGBDW0,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/EGBDW0_jpg.rf.90a1319e9840bc6d670f70da0abda9e9.jpg,train
dataset_1,test,IMG_20250729_084141,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084141_jpg.rf.ef6adaba9bd5276ca5bc91cc55236ff4.jpg,train
dataset_1,train,0442,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0442_jpg.rf.ede5b7c916218e10126c69686390034c.jpg,train
dataset_1,train,0516,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0516_jpg.rf.bb97dfa2c9d6dc97912f9dd85a0a8878.jpg,train
dataset_1,test,IMG_20250729_083805,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083805_jpg.rf.d1bbe400e58b58ce9c44e46f19845434.jpg,train
dataset_1,val,pallets-stacks-psllets-stavks-yellow-wood-bavkground-wallpaper-43549800,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallets-stacks-psllets-stavks-yellow-wood-bavkground-wallpaper-43549800_jpg.rf.9c7cf9347e211ad5fa535da3f3a7996b.jpg,train
dataset_1,test,IMG_20250729_085107,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_085107_jpg.rf.11b139105eb11b379bdcc04a21b8f27d.jpg,train
dataset_1,test,images91_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images91_jpeg_jpg.rf.421c6223157d9b7c4ee71702a21fd638.jpg,train
dataset_1,train,0514,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0514_jpg.rf.99f3b730c338df24c312e5e3732c27ff.jpg,train
dataset_1,train,IMG_20250729_083658,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083658_jpg.rf.bad83ef423c846e93c0e621d58fc41dc.jpg,train
dataset_1,train,IMG_20250806_104129,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104129_jpg.rf.b97e40376b68a44fda1d9fd4d2bf98a5.jpg,train
dataset_1,val,0486,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0486_jpg.rf.15e1be454e2d032d0f029c62a3420727.jpg,train
dataset_1,train,0478,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0478_jpg.rf.0faca06b5bb6e0d88dc39627435d519c.jpg,train
dataset_1,train,0442,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0442_jpg.rf.33eb823bc29655c46b2f8d516b44a39b.jpg,train
dataset_1,train,IMG_20250729_133041,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_133041_jpg.rf.43f3c314c4b3fb2319b824db68b32b62.jpg,train
dataset_1,train,IMG_20250813_140118,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140118_jpg.rf.811b1abfed20fb9285dbd5097bbedbcb.jpg,train
dataset_1,train,IMG_20250729_083723,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083723_jpg.rf.da09e61ffb0291db2a8050339a129d26.jpg,train
dataset_1,train,IMG_20250813_140111,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140111_jpg.rf.bd67056c5622ad2925e2244f738058c1.jpg,train
dataset_1,train,0538,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0538_jpg.rf.c0041912e1d12d1d61663307e228cfd2.jpg,train
dataset_1,train,0446,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0446_jpg.rf.02e4f9e31fd4080b0d0b1616480f2037.jpg,train
dataset_1,val,istockphoto-658920792-612x612,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/istockphoto-658920792-612x612_jpg.rf.12d05965572eaee055905cab8a31f0a4.jpg,train
dataset_1,val,IMG_20250729_084255,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084255_jpg.rf.bc81b4fd8037caeae858dd347eab90de.jpg,train
dataset_1,val,IMG_20250729_083706,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083706_jpg.rf.5b3fd23473bc5c2cd51451584a5361ea.jpg,train
dataset_1,train,IMG_20250729_084205,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084205_jpg.rf.f95398e9a46153cc4fb2ee4591c1ff11.jpg,train
dataset_1,train,IMG_20250813_140454,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_140454_jpg.rf.b7565fb0311a2416116ef3ee5651ec4a.jpg,train
dataset_1,train,IMG_20250813_135326,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135326_jpg.rf.c8dc51beb5bb339054c3ee7c29ad89d6.jpg,train
dataset_1,val,wood-pallets-stacked-shipping-high-50542863,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wood-pallets-stacked-shipping-high-50542863_jpg.rf.fec93fa433f921cd60676eb386661619.jpg,train
dataset_1,train,IMG_20250806_104515,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104515_jpg.rf.d6c76b1bb00aa868a8f3e11bb2a02300.jpg,train
dataset_1,test,0518,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/0518_jpg.rf.7e85f8e64f671458e9ff8e513d24a1c8.jpg,train
dataset_1,train,IMG_20250806_104129,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104129_jpg.rf.7a37a79d953ee11495ec4600d35e2a40.jpg,train
dataset_1,train,pictures-many-colorful-wooden-pallets-used-loading-goods-pictures-many-colorful-wooden-pallets-158472803,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pictures-many-colorful-wooden-pallets-used-loading-goods-pictures-many-colorful-wooden-pallets-158472803_jpg.rf.3ff347067c5f39e4479e67d538e9c685.jpg,train
dataset_1,train,IMG_20250806_104502,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250806_104502_jpg.rf.5fa4d9a3cefcf3630d1b664dfa7df91f.jpg,train
dataset_1,train,IMG_20250729_133059,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_133059_jpg.rf.90dd769a399da89dd0fcd5b115420292.jpg,train
dataset_1,train,IMG_20250729_084013,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084013_jpg.rf.80930c9e1aa40c50ca2a8f42677924c0.jpg,train
dataset_1,train,pallets-stacked-outside-warehouse-athens-greece-november-pallets-stacked-outside-warehouse-196429851,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/pallets-stacked-outside-warehouse-athens-greece-november-pallets-stacked-outside-warehouse-196429851_jpg.rf.bde5af25716fd12f0e129ec3b2c75cfa.jpg,train
dataset_1,train,IMG_20250729_133052,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_133052_jpg.rf.e04cfbd8e455abb773a84764a46c1bc9.jpg,train
dataset_1,train,M44R3D,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/M44R3D_jpg.rf.7baff4838faa8d174cbfd39f8cdbb721.jpg,train
dataset_1,train,wood-working-pallets-stacked-background-home-75212616,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/wood-working-pallets-stacked-background-home-75212616_jpg.rf.7cc49fb7bed0814e6016d65a9b52f61f.jpg,train
dataset_1,test,IMG_20250813_135652,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250813_135652_jpg.rf.621b135a98a53e2e51fe7f4f2c3acd7c.jpg,train
dataset_1,train,IMG_20250729_085113,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_085113_jpg.rf.a2a39cb8287d558a90ffb048756cf53c.jpg,train
dataset_1,train,IMG_20250729_083605,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083605_jpg.rf.4c97172f9257bc06f6dcae6b634b6fca.jpg,train
dataset_1,train,IMG_20250729_083934,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083934_jpg.rf.e76d0edc6af15ac7b9fd3d4c6975b98f.jpg,train
dataset_1,train,images35_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images35_jpeg_jpg.rf.a9cc47c9fc889edbaeaf6a973fc915c0.jpg,train
dataset_1,train,images13_jpeg,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/images13_jpeg_jpg.rf.ff1e10c88a6ae1ebea25f80e2e7a3526.jpg,train
dataset_1,train,IMG_20250729_083802,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_083802_jpg.rf.625b1b980fedccac7ac7557e202c7a6c.jpg,train
dataset_1,test,IMG_20250729_084316,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_1/train/images/IMG_20250729_084316_jpg.rf.081b74b146aed957851a2e65bc7a579f.jpg,train
