dataset,split,group,image,original_split
dataset_2,train,20241018_153846,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/20241018_153846_jpg.rf.07f73e6c3879324240e85e70671d23df.jpg,train
dataset_2,val,437f2391-IMG_20220927_164832,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/437f2391-IMG_20220927_164832_jpg.rf.1f8294338cb4b9be88480eb7773b6943.jpg,train
dataset_2,test,3c3ef9a5-IMG_20220927_111046,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/3c3ef9a5-IMG_20220927_111046_flipped_jpg.rf.b3b9a0331d7b5281105be597e7b432c4.jpg,train
dataset_2,test,6ddb67d2-IMG_20220927_111722,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/6ddb67d2-IMG_20220927_111722_flipped_jpg.rf.5439b4699776db219d3b0f043e6e2939.jpg,train
dataset_2,train,80da85a1-test_image_87,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/80da85a1-test_image_87_jpg.rf.1c621d79ef06a4105cdae06101bec4c1.jpg,train
dataset_2,train,6113,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/6113_jpg.rf.dd7ce446e6338544f86cddc7d027f40a.jpg,train
dataset_2,test,b5e4182f-IMG_20220927_111717,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b5e4182f-IMG_20220927_111717_jpg.rf.ea7147031e0a8bbdf971c9a1da1668a6.jpg,train
dataset_2,train,699c5d30-IMG_20220927_111039,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/699c5d30-IMG_20220927_111039_jpg.rf.e3fc9d956931f74c4f9c13456e51dff6.jpg,train
dataset_2,val,122bffb0-IMG_20220927_164902,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/122bffb0-IMG_20220927_164902_jpg.rf.338842007aafe21aab56f150019fac47.jpg,train
dataset_2,train,b325f718-test_image_8,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b325f718-test_image_8_jpg.rf.cb0883968d2f85d30f30e66ea6591e03.jpg,train
dataset_2,val,7ab0d45f-IMG_20220927_111724,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/7ab0d45f-IMG_20220927_111724_flipped_jpg.rf.ff4fc4e61bf20061c389d09d276c45b3.jpg,train
dataset_2,test,c4b4f9e3-test_image_35,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c4b4f9e3-test_image_35_jpg.rf.b1fec60fb951d04d5b16ce35c5f25c85.jpg,train
dataset_2,train,c2f6cb3b-IMG_20220927_111036,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c2f6cb3b-IMG_20220927_111036_flipped_jpg.rf.a59259f3724e2aceb6cd8ac71008c663.jpg,train
dataset_2,test,train_5_640_aug_08,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_5_640_aug_08_combined_2_jpg.rf.b9099654bb7defbb823720a27f39f965.jpg,train
dataset_2,val,f555167e-IMG_20220927_111213,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/f555167e-IMG_20220927_111213_jpg.rf.63998229089ef1329e21dca7b4864e50.jpg,train
dataset_2,val,ddc82840-IMG_20220927_164820,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/ddc82840-IMG_20220927_164820_jpg.rf.9fc3524c91b91994309a925255249dfc.jpg,train
dataset_2,train,d5fa3034-IMG_20220927_111533,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d5fa3034-IMG_20220927_111533_flipped_jpg.rf.6124c0e8b83431f1890fabbc95420202.jpg,train
dataset_2,train,400d20eb-IMG_20220927_164649,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/400d20eb-IMG_20220927_164649_jpg.rf.7ab130aa56df0e1db6e6062052f997a7.jpg,train
dataset_2,train,7d5c783f-test_image_86,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/7d5c783f-test_image_86_flipped_jpg.rf.270da277eb4c08734a3d9f38977174f8.jpg,train
dataset_2,val,14b790cf-IMG_20220927_110808,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/14b790cf-IMG_20220927_110808_jpg.rf.60025262645fd87ec4ee43860ff98cb0.jpg,train
dataset_2,test,d446dbec-test_image_56,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d446dbec-test_image_56_jpg.rf.e663b0fe9afc5309061daf2e8c1255b3.jpg,train
dataset_2,test,ff6d290d-IMG_20220927_110859,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/ff6d290d-IMG_20220927_110859_flipped_jpg.rf.ce2487d405b0fdee9ba60db1f75459db.jpg,train
dataset_2,train,1729063781077,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781077_jpg.rf.572df157c65cb244bafa6f064399f152.jpg,train
dataset_2,val,1729063780959,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780959_jpg.rf.8138a25f5601557cf94e9d4a59e4b760.jpg,train
dataset_2,test,train_3_640_aug_01,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_3_640_aug_01_rotation_jpg.rf.4b9aa990bbeafc6eb92e4ad115dd75e1.jpg,train
dataset_2,train,train_4_0_640,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_4_0_640_jpg.rf.3cc73a16bc78eebecb5527804d4744fa.jpg,train
dataset_2,val,1729063781343,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781343_jpg.rf.df19b5751871064bffc85c93d34e0470.jpg,train
dataset_2,train,train_1_640_aug_06,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_1_640_aug_06_crop_jpg.rf.204da5603a0fc7f1d5a594ecb999487f.jpg,train
dataset_2,train,1729063781295,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781295_jpg.rf.a9434f9fb6e04fdbadab7178d968692f.jpg,train
dataset_2,train,ee26dfd8-IMG_20220927_164647,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/ee26dfd8-IMG_20220927_164647_jpg.rf.b35a83e0fd976ea09cd21798b30e42e5.jpg,train
dataset_2,train,8dd7cd1e-IMG_20220927_110859,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/8dd7cd1e-IMG_20220927_110859_jpg.rf.196952ed1bc99e4dd03f0655cc285710.jpg,train
dataset_2,train,train_2_640_aug_07,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_2_640_aug_07_combined_1_jpg.rf.3f90195d43c264088fee978fb3064da5.jpg,train
dataset_2,train,134265ec-IMG_20220927_111058,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/134265ec-IMG_20220927_111058_jpg.rf.3400d07b15defcc77b7b244cd78a050f.jpg,train
dataset_2,train,510bade5-IMG_20220927_111159,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/510bade5-IMG_20220927_111159_flipped_jpg.rf.5ebf8fc9f43b4a9057c72896f7e80824.jpg,train
dataset_2,test,eac3acc7-IMG_20220927_164815,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/eac3acc7-IMG_20220927_164815_jpg.rf.d07e7a8cb730817c72636944eb4aa13e.jpg,train
dataset_2,train,afe02a03-IMG_20220927_164702,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/afe02a03-IMG_20220927_164702_jpg.rf.7ed0675727c5daa3fff6fa04861de14d.jpg,train
dataset_2,train,1729063780923,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780923_jpg.rf.0fd8b1de4b26df6a083544afc95dad37.jpg,train
dataset_2,train,c7941bf7-IMG_20220927_110741,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c7941bf7-IMG_20220927_110741_jpg.rf.c76225c2d6fe64c87f522f6e9ed9fbb2.jpg,train
dataset_2,val,b7a97b12-IMG_20220927_164811,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b7a97b12-IMG_20220927_164811_flipped_jpg.rf.1d43f31526878b03c521fe0b80cc4e51.jpg,train
dataset_2,train,797b148b-test_image_58,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/797b148b-test_image_58_flipped_jpg.rf.dd9cfe832e9fd16d1621cc3245d6e957.jpg,train
dataset_2,test,309ae829-test_image_6,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/309ae829-test_image_6_flipped_jpg.rf.96d735ddf2cdb45654785e46325a5521.jpg,train
dataset_2,train,86c32e52-test_image_58,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/86c32e52-test_image_58_jpg.rf.b95392c2fcca3092ffdd5c1558bd1ce2.jpg,train
dataset_2,train,f5a066e7-IMG_20220927_110918,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/f5a066e7-IMG_20220927_110918_flipped_jpg.rf.08d26a853dd9c88fb3746899a84eb4b9.jpg,train
dataset_2,train,cfd4d2a8-IMG_20220927_111515,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/cfd4d2a8-IMG_20220927_111515_flipped_jpg.rf.94e3ed7f8934ccb98ed9a2bbc60b0d6f.jpg,train
dataset_2,test,1729063781163,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781163_jpg.rf.5f3c95cae88f1df3720fe956e4bec4c9.jpg,train
dataset_2,train,79a7a451-test_image_4,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/79a7a451-test_image_4_flipped_jpg.rf.082701251527640728a061525a7a567b.jpg,train
dataset_2,train,train_4_640_aug_02,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_4_640_aug_02_brightness_jpg.rf.61817f92f892d0538fa1670316bbc496.jpg,train
dataset_2,train,d282dcae-IMG_20220927_111052,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d282dcae-IMG_20220927_111052_flipped_jpg.rf.dc87be11b8b154e9cd7af4b33b77c900.jpg,train
dataset_2,val,eb82a75e-IMG_20220927_164844,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/eb82a75e-IMG_20220927_164844_jpg.rf.9df78afad251d0f1ddc045ecd57ab245.jpg,train
dataset_2,train,6255d1ba-test_image_47,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/6255d1ba-test_image_47_flipped_jpg.rf.0c049ffe2cedb5a6b4ce8168ca8bfc58.jpg,train
dataset_2,train,train_3_640_aug_10,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_3_640_aug_10_combined_4_jpg.rf.9ca3183629d5092e97a95e29775d55b3.jpg,train
dataset_2,test,c2d28b2e-test_image_16,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c2d28b2e-test_image_16_jpg.rf.af5b9d03c2a153c724e5da9923eed920.jpg,train
dataset_2,val,b17c72ac-IMG_20220927_111512,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b17c72ac-IMG_20220927_111512_flipped_jpg.rf.c38814153addade160d56845c260b3fc.jpg,train
dataset_2,val,train_2_640_aug_04,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_2_640_aug_04_blur_jpg.rf.f6b6716839b3b9fde5f5c709e3f3ea93.jpg,train
dataset_2,train,c1406c72-IMG_20220927_111529,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c1406c72-IMG_20220927_111529_flipped_jpg.rf.ff54430e74355c4cfa4c68a6c14bb6b8.jpg,train
dataset_2,train,b0b34cfc-test_image_82,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b0b34cfc-test_image_82_flipped_jpg.rf.28c33525e08b252cb56a9487505b4e3f.jpg,train
dataset_2,train,9a25580e-IMG_20220923_135441,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/9a25580e-IMG_20220923_135441_flipped_jpg.rf.001a58a54dc8fde4794a5a862626a28a.jpg,train
dataset_2,test,d3a62eb4-test_image_72,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d3a62eb4-test_image_72_flipped_jpg.rf.20dcbfbfa5cf3eed133cb7541476f450.jpg,train
dataset_2,train,train_3_640_aug_09,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_3_640_aug_09_combined_3_jpg.rf.335c2fef05e309cd1a7e88c96c8045e3.jpg,train
dataset_2,train,1728981480930,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1728981480930_jpg.rf.d16bda94734f83bff23ea491dc6dfe3f.jpg,train
dataset_2,train,1729063781236,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781236_jpg.rf.2431c2d4d1a7e3a1f8313c4b060defd3.jpg,train
dataset_2,test,6bc1cab3-IMG_20220927_110746,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/6bc1cab3-IMG_20220927_110746_jpg.rf.11227d89aa1095c153d93b2c283e575d.jpg,train
dataset_2,train,932b2021-IMG_20220927_111659,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/932b2021-IMG_20220927_111659_jpg.rf.9d48ec94989c16b4657941a8b8cf423e.jpg,train
dataset_2,train,4c420ba9-IMG_20220927_111712,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/4c420ba9-IMG_20220927_111712_jpg.rf.c0824281101158882d1bb48e5f661068.jpg,train
dataset_2,train,train_1_640_original,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_1_640_original_jpg.rf.fe160f37e7ef1b8a8c14ff4abf393f27.jpg,train
dataset_2,train,eee8fe77-test_image_83,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/eee8fe77-test_image_83_flipped_jpg.rf.dfce995a3f8c037dc9972144e8444cef.jpg,train
dataset_2,train,d193ae10-test_image_28,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d193ae10-test_image_28_jpg.rf.b9ce4b6b92316fb32af597ebf4d83049.jpg,train
dataset_2,val,776e220b-IMG_20220927_111055,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/776e220b-IMG_20220927_111055_flipped_jpg.rf.76d5efd99c59f9e469750a9ba69ff33c.jpg,train
dataset_2,train,train_5_640_aug_05,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_5_640_aug_05_flip_jpg.rf.1bcbc6f7d3a4933d7492a95a518a3be1.jpg,train
dataset_2,train,e93b3cc7-IMG_20220927_111523,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/e93b3cc7-IMG_20220927_111523_flipped_jpg.rf.66a714a5e7d1cb4b93684f949aada068.jpg,train
dataset_2,val,70ffe480-test_image_56,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/70ffe480-test_image_56_flipped_jpg.rf.ad16bbc6cbac4b59e8c08a5b767a7e5b.jpg,train
dataset_2,train,5f6a8521-IMG_20220927_110835,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/5f6a8521-IMG_20220927_110835_jpg.rf.4168fbf8b7b94ad47f485dc8593454f2.jpg,train
dataset_2,train,e21a41ac-IMG_20220927_110910,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/e21a41ac-IMG_20220927_110910_jpg.rf.e075fa8f99ac193a668d0ff33c781183.jpg,train
dataset_2,train,8fc39f9c-IMG_20220927_111521,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/8fc39f9c-IMG_20220927_111521_jpg.rf.da4fd223d1a6d30fde23ae7fb6d352cf.jpg,train
dataset_2,train,00354e83-IMG_20220927_110729,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/00354e83-IMG_20220927_110729_flipped_jpg.rf.4e7b753f4899b4b961ef6e3f1c7ad7fb.jpg,train
dataset_2,train,89b1072e-IMG_20220927_111224,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/89b1072e-IMG_20220927_111224_flipped_jpg.rf.9330fa1b54261e3dc01b10596bf45de2.jpg,train
dataset_2,train,train_5_640_aug_09,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_5_640_aug_09_combined_3_jpg.rf.2c56cdd0228aa60839df5ec702ab1cfb.jpg,train
dataset_2,train,7377f9a0-IMG_20220927_111032,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/7377f9a0-IMG_20220927_111032_jpg.rf.53f69f3f95efd1f26e5c3454613b2af5.jpg,train
dataset_2,val,f8000d44-test_image_53,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/f8000d44-test_image_53_flipped_jpg.rf.af593c53a1af7a316d66e80d9deda68b.jpg,train
dataset_2,train,fa43f8fc-test_image_70,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/fa43f8fc-test_image_70_jpg.rf.71c4d1d55663106966817f8d67f3afe8.jpg,train
dataset_2,train,1c9b297a-IMG_20220927_111714,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1c9b297a-IMG_20220927_111714_jpg.rf.d5015b3e20a95d49f2f34a0c035f690c.jpg,train
dataset_2,train,b5b03f77-test_image_48,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b5b03f77-test_image_48_flipped_jpg.rf.9ac22d394c4e4b037a55016ad4f65489.jpg,train
dataset_2,train,1729063781405,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781405_jpg.rf.cd197f3de24be9de55051e9a6066320f.jpg,train
dataset_2,val,8747290d-IMG_20220927_111717,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/8747290d-IMG_20220927_111717_flipped_jpg.rf.f5d8a3cbddc00f0677ab26316af21ec3.jpg,train
dataset_2,train,70cab45a-IMG_20220927_164815,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/70cab45a-IMG_20220927_164815_flipped_jpg.rf.d84a546c49d80bc62ccd4064df12bde8.jpg,train
dataset_2,train,0936475f-test_image_86,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/0936475f-test_image_86_jpg.rf.c70a9ad424b3147b63b06632c774df63.jpg,train
dataset_2,train,b812f106-IMG_20220927_111507,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b812f106-IMG_20220927_111507_jpg.rf.8fd744f88aeee2567bf5cb0434da2e40.jpg,train
dataset_2,train,dfaed612-test_image_8,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/dfaed612-test_image_8_flipped_jpg.rf.09312565676bd467de8a150137c9b0e5.jpg,train
dataset_2,val,train_5_640_aug_06,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_5_640_aug_06_crop_jpg.rf.0bf5c88b90b0b7459055a5b7af8d4be9.jpg,train
dataset_2,train,109c350b-IMG_20220927_164820,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/109c350b-IMG_20220927_164820_flipped_jpg.rf.83269def80fa0216aef8831f57836945.jpg,train
dataset_2,train,e18a2028-IMG_20220927_111724,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/e18a2028-IMG_20220927_111724_jpg.rf.c571839db4f62c4249affb93133984bc.jpg,train
dataset_2,train,1729063780577,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780577_jpg.rf.056ab17dd217371d027f8eba498fc8a9.jpg,train
dataset_2,train,98d9b959-IMG_20220927_111503,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/98d9b959-IMG_20220927_111503_flipped_jpg.rf.0444e995d74d4d900b886c7ab306b485.jpg,train
dataset_2,train,2124e1ea-IMG_20220927_110906,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/2124e1ea-IMG_20220927_110906_jpg.rf.f5c8a67bf3fef5d9b56234d398e29cc5.jpg,train
dataset_2,test,train_4_640_aug_05,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_4_640_aug_05_flip_jpg.rf.ebe2f668427136e2c62e2dcaeb890f7a.jpg,train
dataset_2,train,021453f8-test_image_30,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/021453f8-test_image_30_jpg.rf.e2f517d2bba73d75c2f367f4001ae83e.jpg,train
dataset_2,train,d5212a73-test_image_21,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d5212a73-test_image_21_flipped_jpg.rf.011de50d125fcab1cda4fc12b74ca7a3.jpg,train
dataset_2,train,7ebe5641-test_image_51,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/7ebe5641-test_image_51_flipped_jpg.rf.bfc3f264cfd3c3ef839194b4608fbe89.jpg,train
dataset_2,train,bb06b15e-IMG_20220927_111517,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/bb06b15e-IMG_20220927_111517_flipped_jpg.rf.372642efeea46e79fc91f49db1454fc1.jpg,train
dataset_2,train,befbc945-test_image_28,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/befbc945-test_image_28_flipped_jpg.rf.c59e968b084b5dd220f3547fd86f3226.jpg,train
dataset_2,train,124aaa6d-IMG_20220927_110922,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/124aaa6d-IMG_20220927_110922_flipped_jpg.rf.0823cd3652a44a1d3c440898b0ab7f89.jpg,train
dataset_2,test,d8b7a545-test_image_50,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/d8b7a545-test_image_50_jpg.rf.ccf60fb17cf6e33ec2e0777a17f26032.jpg,train
dataset_2,train,1729063781366,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063781366_jpg.rf.f12594441691c0351320c99b41ae7e5d.jpg,train
dataset_2,train,8952bed4-IMG_20220927_110750,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/8952bed4-IMG_20220927_110750_jpg.rf.d0fb27cc6f135e07bdb1017ad606f979.jpg,train
dataset_2,train,1728981481029,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1728981481029_jpg.rf.ebe0c4e622ddcc55c516cff95debaf8f.jpg,train
dataset_2,train,train_2_640_aug_01,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_2_640_aug_01_rotation_jpg.rf.4491b261518289059c44c35a9b596493.jpg,train
dataset_2,train,1248b2e8-test_image_52,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1248b2e8-test_image_52_jpg.rf.1f6997540ee39efd93ec463277cd4395.jpg,train
dataset_2,train,1729063780903,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780903_jpg.rf.2c0ad22225609558b737f00753cb6fcc.jpg,train
dataset_2,train,1729063780787,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/1729063780787_jpg.rf.597e3df331f5fedb24d4224c2b7a6008.jpg,train
dataset_2,test,05b13e46-IMG_20220927_164851,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/05b13e46-IMG_20220927_164851_flipped_jpg.rf.766d8af76358a42fb7076962f2cbb941.jpg,train
dataset_2,train,ec20245b-IMG_20220927_110822,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/ec20245b-IMG_20220927_110822_jpg.rf.68f3392575506a8bb86758418a51aca4.jpg,train
dataset_2,train,b81f463d-IMG_20220927_111110,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/b81f463d-IMG_20220927_111110_flipped_jpg.rf.1b3fca6afc44a8952e0f2fef11ffbcff.jpg,train
dataset_2,test,e6f605e5-test_image_15,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/e6f605e5-test_image_15_jpg.rf.13b30866dc25b56de52592e2bcce1dce.jpg,train
dataset_2,train,2f77d82f-test_image_47,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/2f77d82f-test_image_47_jpg.rf.7e83484935558d2851615f95d2382949.jpg,train
dataset_2,train,20241018_153831,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/20241018_153831_jpg.rf.5584167c4a99b3592bd3bda8462ed18b.jpg,train
dataset_2,test,train_1_640_aug_01,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/train_1_640_aug_01_rotation_jpg.rf.470b678bd45fdb40fcee5aefc9173a95.jpg,train
dataset_2,train,cedb2676-IMG_20220927_111454,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/cedb2676-IMG_20220927_111454_flipped_jpg.rf.c2cedc79660947f5c9fe3429fa18140a.jpg,train
dataset_2,val,869ffd13-test_image_61,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/869ffd13-test_image_61_flipped_jpg.rf.f654a04479048425b58b186b5febec06.jpg,train
dataset_2,train,6d7262b2-IMG_20220927_164811,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/6d7262b2-IMG_20220927_164811_jpg.rf.08ee9ce45cc4882ace65148d3b010522.jpg,train
dataset_2,train,3b6d7dc9-test_image_2,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/3b6d7dc9-test_image_2_jpg.rf.865500a4849b6398b6183e74c2e9ab27.jpg,train
dataset_2,train,ba88ccd0-test_image_26,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/ba88ccd0-test_image_26_jpg.rf.30b4009695a2bd354d6469317b026522.jpg,train
dataset_2,train,c3288085-IMG_20220927_164651,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c3288085-IMG_20220927_164651_jpg.rf.13a4a42c1d1a01f84c822824a873b798.jpg,train
dataset_2,val,c06dfa62-test_image_3,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/c06dfa62-test_image_3_jpg.rf.bc50c56f9589cb1188d438fd269b2ea0.jpg,train
dataset_2,train,bc41cdad-IMG_20220927_111727,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/bc41cdad-IMG_20220927_111727_flipped_jpg.rf.086b283d23c1ea7733aaa5ab7e20fa4b.jpg,train
dataset_2,val,32bb2d0a-IMG_20220927_164818,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/32bb2d0a-IMG_20220927_164818_jpg.rf.5669f79c0402f9c83aa351361ca30988.jpg,train
dataset_2,train,e60526c9-IMG_20220927_164836,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/e60526c9-IMG_20220927_164836_jpg.rf.4c5b715282fede9b39ea769ae9ec0e79.jpg,train
dataset_2,train,a9e30378-test_image_3,/Users/avnisingh/delhivery-pallet-pose/data/raw/dataset_2/train/images/a9e30378-test_image_3_flipped_jpg.rf.dbe98264ec31b11aeb81c3e13211c198.jpg,train
