distance_m,ex_m,experiment,ey_m,height_error_m,pass,pass_rate,reprojection_rms_px,rotation_deg,rotation_p95_deg,sigma_px,tilt_error_deg,translation_m,translation_p95_m,view_angle_deg
2.0,0.224733387698123,height_sensitivity,0.020885769684465105,-0.1,0,,7.988876596938218,1.8709076341652917,,,,0.2257018186049625,,
2.0,0.21472371753092245,height_sensitivity,0.013573640838937006,-0.1,0,,6.80607430527367,0.9422017678811869,,,,0.21515231487465766,,
2.0,0.21394404052975147,height_sensitivity,0.0329451306898883,-0.1,0,,7.230700173590171,2.4736994125643434,,,,0.21646578046973097,,
2.0,0.21511968814131288,height_sensitivity,0.010793538239304668,-0.1,0,,7.279444037329315,0.9620258660776528,,,,0.21539029851351021,,
2.0,0.22278479227915593,height_sensitivity,0.009606906220854802,-0.1,0,,8.40773729629497,1.1221708165475945,,,,0.2229918301597683,,
2.0,0.21252181500113032,height_sensitivity,0.008121361262848969,-0.1,0,,6.670574125413116,0.5124504009005193,,,,0.21267693424566841,,
2.0,0.21298341594516645,height_sensitivity,0.04718791137855278,-0.1,0,,6.866116541604328,3.856793068646141,,,,0.2181481937764829,,
2.0,0.2186232977762852,height_sensitivity,0.0010467494973068567,-0.1,0,,7.369628960419257,0.17996968631763366,,,,0.21862580363508874,,
2.0,0.21252989275885525,height_sensitivity,0.006679025093419668,-0.1,0,,6.717284439020403,0.42180896156256154,,,,0.21263481533438744,,
2.0,0.23737683431766543,height_sensitivity,0.024670857463207827,-0.1,0,,7.641732380019673,2.501552785927487,,,,0.2386554266691757,,
2.0,0.21438504278414228,height_sensitivity,0.0013825142895572034,-0.1,0,,6.815806408003971,0.48160769260121583,,,,0.2143895004782635,,
2.0,0.2072235578800714,height_sensitivity,0.027677437372738943,-0.1,0,,7.0732717975927715,1.949480175831269,,,,0.20906373066602726,,
2.0,0.2150690451434616,height_sensitivity,0.012795980608772996,-0.1,0,,7.246812904614416,1.9165063953579988,,,,0.2154493706156052,,
2.0,0.20745946272977722,height_sensitivity,0.001809042853993408,-0.1,0,,7.0965153816270705,0.333832611817229,,,,0.20746734999072844,,
2.0,0.2225167512747115,height_sensitivity,0.01990718763286587,-0.1,0,,8.365096337829664,1.1980598279636752,,,,0.2234054625950358,,
2.0,0.21573212367904615,height_sensitivity,0.010476980518585241,-0.1,0,,7.372685251347166,0.7309958882970307,,,,0.21598637991285025,,
2.0,0.20396149124134277,height_sensitivity,0.02961327583213127,-0.1,0,,6.068729829049821,2.3862745952591524,,,,0.20610006311231988,,
2.0,0.19848389643012743,height_sensitivity,0.002920135623598583,-0.1,0,,6.46474555792594,0.2748546806537888,,,,0.19850537608373672,,
2.0,0.20893784367059687,height_sensitivity,0.00446335147002077,-0.1,0,,5.992990483576085,0.3322963939762644,,,,0.20898551151709946,,
2.0,0.23221177394833648,height_sensitivity,0.016009867825110314,-0.1,0,,7.23220858556791,1.3808133221061496,,,,0.2327630207485949,,
2.0,0.2190254284285551,height_sensitivity,0.02348776662010818,-0.1,0,,8.125500870779426,1.3664354261119058,,,,0.2202812145397623,,
2.0,0.22043925331768532,height_sensitivity,0.008432313642530382,-0.1,0,,7.571641395979303,0.7926485132259984,,,,0.22060047215866208,,
2.0,0.22433914693467027,height_sensitivity,0.0317089712516271,-0.1,0,,7.14740599237421,2.0278826665081056,,,,0.2265689998768854,,
2.0,0.20005397220664234,height_sensitivity,0.023334493034614965,-0.1,0,,7.818039316111141,1.8262724908596795,,,,0.20141025386220662,,
2.0,0.20943107397472227,height_sensitivity,0.012230998667984926,-0.1,0,,5.720247538818308,1.3962618976356111,,,,0.20978792166047558,,
2.0,0.20922618046482233,height_sensitivity,0.00030929369499022724,-0.1,0,,6.814683794769832,0.26950798948436727,,,,0.2092264090751647,,
2.0,0.2317614376698609,height_sensitivity,0.015576310112596005,-0.1,0,,8.299987524140633,0.8545024227026659,,,,0.23228427718535877,,
2.0,0.21871824522694316,height_sensitivity,0.019965186123041705,-0.1,0,,7.826977384141022,1.9173416768142602,,,,0.21962759264737422,,
2.0,0.2151428721634212,height_sensitivity,0.004053422548354346,-0.1,0,,6.504263798718979,0.6130605569560998,,,,0.21518105324837897,,
2.0,0.20458795437674526,height_sensitivity,0.011260597077454977,-0.1,0,,6.30766670869508,0.6908029640020743,,,,0.20489761375526555,,
2.0,0.2359960269782473,height_sensitivity,0.0005754298375186952,-0.1,0,,7.467454808411604,0.23680394702796548,,,,0.2359967285133748,,
2.0,0.20626576136079722,height_sensitivity,0.018093802280996652,-0.1,0,,6.5826769047987534,1.6788046702904467,,,,0.20705784213773007,,
2.0,0.21048836624357503,height_sensitivity,0.01265460983832762,-0.1,0,,7.313748864224367,0.5364605739164574,,,,0.21086842218324126,,
2.0,0.2127051254061838,height_sensitivity,0.008819081235297186,-0.1,0,,6.336885846791646,1.0103838657632593,,,,0.21288787322883176,,
2.0,0.2312373266594463,height_sensitivity,0.010384448161911138,-0.1,0,,7.222119061595799,0.506981134372154,,,,0.2314703825638064,,
2.0,0.2167146927609136,height_sensitivity,0.02151168168549754,-0.1,0,,6.941036468749936,1.2260808482268146,,,,0.21777972933079734,,
2.0,0.196584400092648,height_sensitivity,0.0010126534338069499,-0.1,0,,6.731449356002064,0.09036376044423378,,,,0.19658700828580536,,
2.0,0.20745635493323356,height_sensitivity,0.01933025443867889,-0.1,0,,6.564265948391559,1.7554243067186235,,,,0.208354980595252,,
2.0,0.22813356883836633,height_sensitivity,0.004604143714231995,-0.1,0,,8.689067676044731,0.026029130482044138,,,,0.22818002403863255,,
2.0,0.19480686901844968,height_sensitivity,0.009063059513860489,-0.1,0,,5.62356365073318,1.02984597506466,,,,0.19501757680917683,,
2.0,0.2020898199826342,height_sensitivity,0.0007758432500524914,-0.1,0,,6.6505819497849785,0.04987396872368777,,,,0.20209130924748384,,
2.0,0.21684677263006225,height_sensitivity,0.005430491974023235,-0.1,0,,6.6853910201618225,0.010812841332153766,,,,0.21691475985546452,,
2.0,0.21773033218072446,height_sensitivity,0.012805868606662718,-0.1,0,,7.483576457272584,0.5660359841648983,,,,0.21810659738370988,,
2.0,0.23116006989070081,height_sensitivity,0.027764045653830307,-0.1,0,,8.169115502008193,2.368817553289233,,,,0.2328214340281875,,
2.0,0.21775742616140192,height_sensitivity,0.0021265677688379874,-0.1,0,,6.7224667927772455,0.2279116427438339,,,,0.21776780969398088,,
2.0,0.21600997608214634,height_sensitivity,0.005751947926250467,-0.1,0,,7.191151187824581,0.9991185455339746,,,,0.21608654440282887,,
2.0,0.2087998787808827,height_sensitivity,0.012107280504361807,-0.1,0,,5.702740740552194,0.42838066790184826,,,,0.20915060511536324,,
2.0,0.21738533999231047,height_sensitivity,0.010490382270260827,-0.1,0,,6.431506134500891,1.4005375950874566,,,,0.21763831042293225,,
2.0,0.2165492290559965,height_sensitivity,0.00921204746375598,-0.1,0,,6.689152058059215,0.8839614714874529,,,,0.21674508165866402,,
2.0,0.219049670137885,height_sensitivity,0.00722796732365663,-0.1,0,,7.510907230403757,0.3735422981942236,,,,0.21916888807298376,,
2.0,0.21375365777291044,height_sensitivity,0.01031761596406974,-0.1,0,,7.2578177893393345,0.7545447382658494,,,,0.21400252197224345,,
2.0,0.2071143356661138,height_sensitivity,0.0013256519084224594,-0.1,0,,7.504961658034477,0.6381553795577588,,,,0.20711857809331824,,
2.0,0.20365818335171149,height_sensitivity,0.003678652543855149,-0.1,0,,8.015108689737264,0.05850845709298369,,,,0.20369140416487325,,
2.0,0.19203177039118513,height_sensitivity,0.007592690343780905,-0.1,0,,6.809988285148667,0.6827294761603468,,,,0.19218181440039894,,
2.0,0.2204890704960969,height_sensitivity,0.01988251701932521,-0.1,0,,8.129032361322276,1.3830423887360155,,,,0.22138370466512783,,
2.0,0.233091992910607,height_sensitivity,0.013920761042439224,-0.1,0,,7.368304377546124,0.6883981104694783,,,,0.23350731197767483,,
2.0,0.21365525713870626,height_sensitivity,0.017073657349476072,-0.1,0,,7.888486884525721,1.410166460384886,,,,0.2143363680719957,,
2.0,0.2102787035439584,height_sensitivity,0.008813604020744235,-0.1,0,,6.200455101130092,0.49685675960429876,,,,0.21046332882467297,,
2.0,0.2220459414058653,height_sensitivity,0.013895260521926857,-0.1,0,,6.965186561959861,0.9563692278756832,,,,0.22248028757575172,,
2.0,0.20644745994773794,height_sensitivity,0.025030300287031203,-0.1,0,,7.2017655982090645,1.7917853632582705,,,,0.2079592980641448,,
2.0,0.20882166276774705,height_sensitivity,0.015447628538744472,-0.1,0,,6.324486530365047,1.0853748553402056,,,,0.2093922540796524,,
2.0,0.22768866355727013,height_sensitivity,0.015351569456191577,-0.1,0,,7.730962342466651,1.0725080540381953,,,,0.22820560509607127,,
2.0,0.20801448810233447,height_sensitivity,0.026077258907079747,-0.1,0,,6.428679080471476,1.5412579027024265,,,,0.2096426738347494,,
2.0,0.22126909752281998,height_sensitivity,0.002005950535546312,-0.1,0,,7.763829916155969,0.05693262153383216,,,,0.22127818996935572,,
2.0,0.2232914171084306,height_sensitivity,0.004062695242596402,-0.1,0,,6.289674341634108,0.3556056959579621,,,,0.22332837358232238,,
2.0,0.2100339107592455,height_sensitivity,0.01372351754776649,-0.1,0,,5.74597971663081,0.8426548741789759,,,,0.21048177736494567,,
2.0,0.21924054274539806,height_sensitivity,0.01325916425733973,-0.1,0,,5.808928672715375,1.7478682310220108,,,,0.21964111869160527,,
2.0,0.21436544749030695,height_sensitivity,0.009756801353954419,-0.1,0,,7.9310011968460685,0.9053340951222424,,,,0.2145873720664384,,
2.0,0.23089442265606186,height_sensitivity,0.01803150538440579,-0.1,0,,8.307151230596062,1.0070640236013446,,,,0.2315974300377791,,
2.0,0.20281317805115018,height_sensitivity,0.001166170043802906,-0.1,0,,6.814637152701135,0.45446887224704824,,,,0.20281653074584086,,
2.0,0.21590039152553864,height_sensitivity,0.0011348042204649658,-0.1,0,,7.052389141197289,0.29831361752201246,,,,0.21590337385390637,,
6.0,0.5729645660459477,height_sensitivity,0.029304624655526672,-0.1,0,,1.359446496344852,1.170285140827417,,,,0.5737134781146618,,
6.0,0.6232397445888846,height_sensitivity,0.06172191416641056,-0.1,0,,3.158021917454319,5.47163791862053,,,,0.6262885708070872,,
6.0,0.4542217469540253,height_sensitivity,0.146312629428883,-0.1,0,,2.633219875392497,13.293383070557184,,,,0.4772051769798398,,
6.0,0.6074525012047163,height_sensitivity,0.0075796235440666795,-0.1,0,,3.364669241377505,0.18464945674517708,,,,0.6074997875826259,,
6.0,0.6130540273391194,height_sensitivity,0.04076322267170014,-0.1,0,,3.6085853124439167,3.7874595913798714,,,,0.6144077479648969,,
6.0,0.579853738423207,height_sensitivity,0.09347970363152484,-0.1,0,,3.9424137657290985,9.262796183215698,,,,0.5873404574473026,,
6.0,0.5889068578314722,height_sensitivity,0.10050665157625034,-0.1,0,,3.2488422956768455,8.481102998628415,,,,0.5974218561552695,,
6.0,0.5935508562803022,height_sensitivity,0.030420347477187127,-0.1,0,,3.870925146145895,2.5203451150836145,,,,0.5943298886407387,,
6.0,0.6137698276204402,height_sensitivity,0.10582955903745689,-0.1,0,,3.3046237098372044,8.461489738682047,,,,0.6228268594587805,,
6.0,0.5773122713460248,height_sensitivity,0.017620495752066187,-0.1,0,,3.267442826296601,1.699854979583023,,,,0.5775811116347683,,
6.0,0.5755544737619989,height_sensitivity,0.07269316959166988,-0.1,0,,2.9717810618216984,7.943242626843016,,,,0.580126925054108,,
6.0,0.5839005054861008,height_sensitivity,0.13088977717948957,-0.1,0,,2.7988293803644977,12.143210090480153,,,,0.5983911213220167,,
6.0,0.5584714718159063,height_sensitivity,0.11434230611721286,-0.1,0,,3.5032051949749636,12.530617464510385,,,,0.570056618065633,,
6.0,0.5693470120179915,height_sensitivity,0.044903234767578654,-0.1,0,,5.071483152830207,3.0980297539029493,,,,0.571114980180355,,
6.0,0.5950681780491545,height_sensitivity,0.035470696192933276,-0.1,0,,2.444225668765939,2.0533006338796724,,,,0.5961244054852574,,
6.0,0.5336740307702561,height_sensitivity,0.08428491059305347,-0.1,0,,2.72596742647436,8.417620960273723,,,,0.5402887350965697,,
6.0,0.4462444208462406,height_sensitivity,0.038113741885832456,-0.1,0,,2.054470062557653,1.8021410671053957,,,,0.44786911085375886,,
6.0,0.46559980590408045,height_sensitivity,0.027772487421959514,-0.1,0,,4.337955803279408,0.7698181211071073,,,,0.4664273687462179,,
6.0,0.5044420608039752,height_sensitivity,0.007512672180434818,-0.1,0,,1.8373023887515514,0.03673586069956514,,,,0.5044980009390049,,
6.0,0.5166367053116243,height_sensitivity,0.04813327609453096,-0.1,0,,3.286626789144014,3.8524723554107254,,,,0.5188740671327123,,
6.0,0.512010743831083,height_sensitivity,0.026393086161269553,-0.1,0,,2.731185952330974,2.4578949847427793,,,,0.5126905468170592,,
6.0,0.5658234743178685,height_sensitivity,0.06829801000990662,-0.1,0,,2.2853139268853595,6.500279228084992,,,,0.5699305416105167,,
6.0,0.5494520553254425,height_sensitivity,0.012874830539964813,-0.1,0,,3.5937122081045163,0.7267495647845124,,,,0.54960287696007,,
6.0,0.5004776879495276,height_sensitivity,0.045863706818961694,-0.1,0,,3.268203455109563,2.7791088575092715,,,,0.5025747663168938,,
6.0,0.5519675889103466,height_sensitivity,0.05751593614730176,-0.1,0,,1.8863649320157911,7.08567195828968,,,,0.5549561263004508,,
6.0,0.544988094277814,height_sensitivity,0.10108065551350513,-0.1,0,,2.508021320058657,7.23954684353123,,,,0.5542827092951785,,
6.0,0.5383281870487489,height_sensitivity,0.04294044032122629,-0.1,0,,1.4273304536059161,2.653448865379346,,,,0.5400380712377355,,
6.0,0.6271444883099093,height_sensitivity,0.030713153525231764,-0.1,0,,3.459018736385765,2.387296830360583,,,,0.6278960957172471,,
6.0,0.5099418780986467,height_sensitivity,0.054837221596073474,-0.1,0,,1.4436440954567724,5.364579421378664,,,,0.5128818966498544,,
6.0,0.5002311464035891,height_sensitivity,0.004112372394543061,-0.1,0,,2.821596841514351,0.40951856785778773,,,,0.5002480499102024,,
6.0,0.4695830511906136,height_sensitivity,0.05636864439249468,-0.1,0,,1.9996317967197141,4.186400288127288,,,,0.4729541902088763,,
6.0,0.5308599197351969,height_sensitivity,0.06289328827034718,-0.1,0,,3.279733670786162,4.867668686997973,,,,0.5345725583030957,,
6.0,0.5594580297444187,height_sensitivity,0.026995473870581432,-0.1,0,,2.706337121104642,2.080548315050777,,,,0.5601089560567695,,
6.0,0.5315207507122546,height_sensitivity,0.0382909893441202,-0.1,0,,3.1000948853335415,2.3243486497166543,,,,0.5328982157060297,,
6.0,0.5809693640952709,height_sensitivity,0.02242282031698334,-0.1,0,,1.992914340908267,1.3660607790781967,,,,0.5814019133854232,,
6.0,0.5557148496547502,height_sensitivity,0.04928116794298106,-0.1,0,,3.6481471289114746,4.2407345340239715,,,,0.557895713947173,,
6.0,0.4957455426306243,height_sensitivity,0.02691261975512213,-0.1,0,,2.4294744250103935,1.4908251171645475,,,,0.49647551011123997,,
6.0,0.5890096901998474,height_sensitivity,0.10023329575397392,-0.1,0,,2.18369639026725,8.920010976329365,,,,0.5974773039430232,,
6.0,0.5193052920881085,height_sensitivity,0.04005925788444735,-0.1,0,,4.307873227586274,5.162691670306714,,,,0.5208480877693307,,
6.0,0.5738667824095325,height_sensitivity,0.0736478969534103,-0.1,0,,2.846823203374725,6.801931686184901,,,,0.5785733286963113,,
6.0,0.49705314112311694,height_sensitivity,0.037356358837818855,-0.1,0,,2.4100520926134923,3.3825548484867625,,,,0.4984549354214251,,
6.0,0.44673191167429316,height_sensitivity,0.11142794975341506,-0.1,0,,0.9078833518030093,8.790338014482018,,,,0.46041892760226316,,
6.0,0.5813135492203587,height_sensitivity,0.05398244503170229,-0.1,0,,3.3779826067576715,4.1864872752067015,,,,0.5838146511340488,,
6.0,0.5440581912052149,height_sensitivity,0.006996904073447814,-0.1,0,,3.6005899452953725,0.30294468632556004,,,,0.544103181468463,,
6.0,0.5562151893758474,height_sensitivity,0.0189091372936395,-0.1,0,,3.158467728723255,1.534724830986903,,,,0.556536514853787,,
6.0,0.4368896848382571,height_sensitivity,0.025628572981763464,-0.1,0,,3.324496777799168,2.51127637577531,,,,0.437640743614158,,
6.0,0.49972094001228395,height_sensitivity,0.09558594349325768,-0.1,0,,2.6689870280354175,7.837373951088296,,,,0.5087805916898334,,
6.0,0.554283665997013,height_sensitivity,0.06282335682958948,-0.1,0,,3.692634414288736,6.9116733177389165,,,,0.5578325524334575,,
6.0,0.611908332304222,height_sensitivity,0.16923114060499286,-0.1,0,,1.7106891888714633,14.967762202113022,,,,0.6348787176255014,,
6.0,0.6192812255659641,height_sensitivity,0.07168732537955316,-0.1,0,,2.8778773131094617,5.587323804846392,,,,0.6234166415476543,,
6.0,0.6466245984704857,height_sensitivity,0.0439330184735396,-0.1,0,,3.8761635530767338,2.489322626491685,,,,0.6481153303689963,,
6.0,0.45148802696819246,height_sensitivity,0.16771784310719656,-0.1,0,,1.6336469172175554,15.259153223902302,,,,0.4816333806871794,,
6.0,0.5190390127974762,height_sensitivity,0.09606583463160309,-0.1,0,,2.7807015091375646,9.409608677979804,,,,0.5278542804498655,,
6.0,0.5933081420257293,height_sensitivity,0.06354106800333931,-0.1,0,,3.3256695225799513,5.512561877597193,,,,0.5967009457986706,,
6.0,0.49607451642612155,height_sensitivity,0.08904828655856074,-0.1,0,,1.9602620716620167,8.557867349525708,,,,0.5040034952125093,,
6.0,0.5712258167317881,height_sensitivity,0.023288806900387198,-0.1,0,,1.5348913876103776,2.5003504866682533,,,,0.5717003605279096,,
6.0,0.4101490367881224,height_sensitivity,0.1553449295895246,-0.1,0,,0.15417663408512153,13.491575102470733,,,,0.43858212403995556,,
6.0,0.5421601522478099,height_sensitivity,0.0785352830508238,-0.1,0,,3.1221819356982192,8.055573208000737,,,,0.5478187851554941,,
6.0,0.5523142264320926,height_sensitivity,0.051976479148282594,-0.1,0,,2.7680992099147423,4.451190357036978,,,,0.5547545034552966,,
6.0,0.5253453962790271,height_sensitivity,0.11373436610940495,-0.1,0,,2.603796802323212,10.65063648996059,,,,0.5375158522554253,,
6.0,0.524340008931425,height_sensitivity,0.01912878013144059,-0.1,0,,4.187113092718558,2.6053260732241768,,,,0.5246888174866354,,
6.0,0.5338709230959999,height_sensitivity,0.017492233689431713,-0.1,0,,3.029887440033256,1.6149920124194637,,,,0.5341574119740554,,
6.0,0.44539184837113943,height_sensitivity,0.09679261726781864,-0.1,0,,1.1532537911442435,10.048677859302842,,,,0.4557880092246992,,
6.0,0.4718555481621811,height_sensitivity,0.036311249823187536,-0.1,0,,3.1181954536731697,3.3615580421227094,,,,0.47325063676148854,,
6.0,0.5037837760318498,height_sensitivity,0.018476940741448986,-0.1,0,,3.184187067664704,0.3050569114347468,,,,0.5041224953640454,,
6.0,0.4640520226878273,height_sensitivity,0.08841008929350408,-0.1,0,,1.4499573471003318,7.487260493461321,,,,0.4723987972566708,,
6.0,0.4430894068837974,height_sensitivity,0.07517314906828318,-0.1,0,,2.223383365738402,5.319313419318121,,,,0.4494209884211881,,
6.0,0.4841325880325229,height_sensitivity,0.009921935260777922,-0.1,0,,2.9124764234222678,1.337959452066059,,,,0.4842342486796939,,
6.0,0.5232648898790675,height_sensitivity,0.08218038898075529,-0.1,0,,3.218643505608544,6.615289440821414,,,,0.5296789228515525,,
6.0,0.5315968754327018,height_sensitivity,0.11044302510625016,-0.1,0,,1.8151215152207927,9.048442865851342,,,,0.5429483398670921,,
6.0,0.5733935742642036,height_sensitivity,0.03267334042333546,-0.1,0,,4.0062019547241166,2.867852983271291,,,,0.5743237224613814,,
6.0,0.47124809335337403,height_sensitivity,0.089594500245924,-0.1,0,,1.2077190907511755,7.041154456020621,,,,0.4796894203164243,,
6.0,0.5634205860985917,height_sensitivity,0.08384010406396301,-0.1,0,,3.4132242286905043,8.673631525000161,,,,0.5696243673589962,,
6.0,0.5622841455334413,height_sensitivity,0.056615425707294054,-0.1,0,,3.6168853540441765,3.8434626204950177,,,,0.5651272128877624,,
6.0,0.57160046280916,height_sensitivity,0.020594558801904098,-0.1,0,,3.9664170120557585,1.9947209771953567,,,,0.5719713497509216,,
6.0,0.5408258489816715,height_sensitivity,0.012656989626956654,-0.1,0,,1.4973098804211973,1.9036178601569418,,,,0.5409739349665219,,
6.0,0.5077882489121093,height_sensitivity,0.05363262076103657,-0.1,0,,2.7359508370343413,6.427242434410658,,,,0.5106127336278673,,
6.0,0.552819323988385,height_sensitivity,0.05156091057227658,-0.1,0,,2.0123540080544515,4.597084992694931,,,,0.5552186348403818,,
6.0,0.5149432663244466,height_sensitivity,0.07126830855730885,-0.1,0,,3.213221271566405,6.464396899795275,,,,0.5198516512790065,,
6.0,0.5266312287536437,height_sensitivity,0.0023059160587018865,-0.1,0,,2.4240394450706297,0.3227380734158203,,,,0.5266362770902155,,
6.0,0.650895810456861,height_sensitivity,0.021282647044713984,-0.1,0,,3.8635431099421456,1.8981147910952814,,,,0.6512436618774295,,
6.0,0.4625281118666189,height_sensitivity,0.03730987368575093,-0.1,0,,3.379586702836076,3.0506442018221094,,,,0.46403047415158655,,
6.0,0.5892250496407963,height_sensitivity,0.06838531000174633,-0.1,0,,2.3973854047068524,6.0465377664480116,,,,0.5931801663476568,,
6.0,0.535427924917415,height_sensitivity,0.03931731194088947,-0.1,0,,4.170605327387122,2.485892933505397,,,,0.5368695500767632,,
6.0,0.6001380106040175,height_sensitivity,0.0378813924540218,-0.1,0,,2.236711449266989,4.712748396436979,,,,0.6013323803571561,,
6.0,0.5088225779199789,height_sensitivity,0.04353035720273255,-0.1,0,,3.4218476861994023,4.1195930117307,,,,0.5106812193524748,,
6.0,0.5227868794164969,height_sensitivity,0.07703773766182541,-0.1,0,,2.1072661725318715,7.2363442737175205,,,,0.5284325257912226,,
6.0,0.5518352083346167,height_sensitivity,0.004601166889611839,-0.1,0,,4.564325997083841,0.7446027225091711,,,,0.5518543901197633,,
6.0,0.6160965647368615,height_sensitivity,0.0070242556498179886,-0.1,0,,3.7847285215076165,0.6711934732664986,,,,0.6161366059957774,,
6.0,0.5296615580546105,height_sensitivity,0.13354545337910773,-0.1,0,,3.105395800922216,11.43682424540225,,,,0.5462378183530219,,
6.0,0.5996495347750423,height_sensitivity,0.019081299617919885,-0.1,0,,3.179785446165666,3.3589014666570165,,,,0.599953048622168,,
6.0,0.53162507063207,height_sensitivity,0.056563015192566,-0.1,0,,2.25318201155263,6.6008614629194255,,,,0.5346256544650919,,
6.0,0.4597921428187002,height_sensitivity,0.05062053824771915,-0.1,0,,2.1510282221755808,4.661271357890257,,,,0.4625702687055241,,
6.0,0.49436775524021304,height_sensitivity,0.015138057414748884,-0.1,0,,2.921110689245734,2.0301243981623145,,,,0.4945994725063295,,
6.0,0.5771790682665863,height_sensitivity,0.1344868820899135,-0.1,0,,2.4597847426101427,11.999119957163941,,,,0.59264019294961,,
6.0,0.5936450151364143,height_sensitivity,0.016262848603231548,-0.1,0,,4.0264436137774915,2.303017613553493,,,,0.593867732951543,,
6.0,0.44778628751514216,height_sensitivity,0.05950434399553168,-0.1,0,,3.0015739729284117,4.747180132764271,,,,0.45172262090903986,,
6.0,0.5112964918579674,height_sensitivity,0.21444130832404204,-0.1,0,,1.549581516781304,19.00971656229163,,,,0.5544449272037678,,
6.0,0.5344381749119131,height_sensitivity,0.07964116866894203,-0.1,0,,3.376145724505302,7.209626988508177,,,,0.54033959557868,,
6.0,0.5356833981249576,height_sensitivity,0.03452257397541999,-0.1,0,,3.420061752450904,2.8901013301464786,,,,0.5367946638525668,,
2.0,0.10257994545764237,height_sensitivity,0.017114544959986808,-0.05,0,,3.210664045502436,1.2533788186784989,,,,0.10399785026278328,,
2.0,0.0778638831001115,height_sensitivity,0.01613614683448994,-0.05,0,,1.9778332760432165,1.1483398006278662,,,,0.07951829680074925,,
2.0,0.1077906451452404,height_sensitivity,0.012971096491458249,-0.05,0,,3.1049720777281395,1.0173480745128245,,,,0.1085682850791052,,
2.0,0.1045241249468929,height_sensitivity,0.004122583457424283,-0.05,0,,3.586658387735209,0.7883992476901653,,,,0.10460539369591372,,
2.0,0.12481540001071667,height_sensitivity,0.005525531827433271,-0.05,0,,3.7506681138618467,1.2700060076910233,,,,0.12493764677554636,,
2.0,0.11625454934170532,height_sensitivity,0.00597132327628644,-0.05,0,,4.092659831916763,0.477973941385045,,,,0.11640780448197155,,
2.0,0.10292168731055407,height_sensitivity,0.00022398703215396366,-0.05,0,,2.776150095798768,0.5259690514591853,,,,0.10292193104019201,,
2.0,0.12169081172794005,height_sensitivity,0.0032929451407470857,-0.05,0,,4.192833717744576,0.2565145738950605,,,,0.1217353570114489,,
2.0,0.0996623969124637,height_sensitivity,0.006737068391173622,-0.05,0,,3.334832976526633,0.5150873480596374,,,,0.0998898465753392,,
2.0,0.09956136515439273,height_sensitivity,0.019228731432854945,-0.05,0,,2.68692463044284,1.7388343135129105,,,,0.10140123048525196,,
2.0,0.113573777502598,height_sensitivity,0.006234120015827875,-0.05,0,,3.158715829309897,0.10521754991796683,,,,0.1137447457625247,,
2.0,0.11048421948678522,height_sensitivity,0.03233343925474222,-0.05,0,,4.518562395398826,2.576348439796618,,,,0.11511826114758786,,
2.0,0.10159935776811935,height_sensitivity,0.0008316717214996472,-0.05,0,,3.8809606694121954,0.07963005220727837,,,,0.1016027616590546,,
2.0,0.1225448541655434,height_sensitivity,0.008083799213016536,-0.05,0,,3.6241181284237687,0.18018809218602883,,,,0.12281119286193203,,
2.0,0.08136930809743181,height_sensitivity,0.013812450394455658,-0.05,0,,2.66889846290379,1.3783925758991415,,,,0.0825333150076627,,
2.0,0.09314360101835972,height_sensitivity,0.019734493065837456,-0.05,0,,2.5052209674323294,1.4811835937522915,,,,0.09521124212630024,,
2.0,0.11380594596723048,height_sensitivity,0.0162378920160845,-0.05,0,,3.529805312705634,0.7526300416616039,,,,0.11495852501933992,,
2.0,0.09199652376713274,height_sensitivity,0.0019455104190082796,-0.05,0,,3.11723938297663,0.6094206775169937,,,,0.09201709295574975,,
2.0,0.0941781308683991,height_sensitivity,0.008087167548295558,-0.05,0,,2.2001411468345102,0.25761701111477464,,,,0.0945247195860401,,
2.0,0.10428570804251258,height_sensitivity,0.03829571400862623,-0.05,0,,4.482745972916965,2.793003963367937,,,,0.11109487212899911,,
2.0,0.10774604167828716,height_sensitivity,0.018529570483749216,-0.05,0,,3.8359907125973067,1.797417639437299,,,,0.10932773883901296,,
2.0,0.10405196196128808,height_sensitivity,0.01359065135936653,-0.05,0,,2.9619870287341694,0.7572099135269923,,,,0.10493577365400797,,
2.0,0.10537273294943139,height_sensitivity,0.003083074866355131,-0.05,0,,3.4955964066921212,0.32232126761050495,,,,0.10541782676503882,,
2.0,0.11431198467496873,height_sensitivity,0.010838914833143093,-0.05,0,,4.152865757652021,0.6663640277067202,,,,0.1148247008055776,,
2.0,0.10931525590330105,height_sensitivity,0.009741092524405439,-0.05,0,,3.1120086544069077,0.4956337286542123,,,,0.10974841254785064,,
2.0,0.12349749050501613,height_sensitivity,0.011777652153187174,-0.05,0,,3.1360787568431823,0.28025649700694544,,,,0.12405782220915383,,
2.0,0.10597009405581037,height_sensitivity,0.006680357156680838,-0.05,0,,2.1646114193975343,0.19462946849387208,,,,0.10618045020594946,,
2.0,0.10912067726690888,height_sensitivity,0.004707607870818864,-0.05,0,,3.862174107852079,0.026842773958350108,,,,0.1092221762237609,,
2.0,0.09873382586562629,height_sensitivity,0.0009020528017193703,-0.05,0,,4.073563688324882,0.041182536755655974,,,,0.09873794645079928,,
2.0,0.11594639294618103,height_sensitivity,0.01306731291008101,-0.05,0,,3.3235073025543227,1.3092921262209245,,,,0.1166804212536113,,
